N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
500,3.7,0.3,0.04,47,1070,0,3,0,0
500,3.7,0.3,0.02,49,1260,0,1,0,0
500,3.7,0.3,0.01,49,1196,0,1,0,0
500,3.7,0.3,0.005,50,1145,0,0,0,0
