N,a,f,sat,sp,unconv,contr,indet,totaltime
500,4.21,0.04,14,5184,32,3,1,11
500,4.21,0.02,15,8418,30,5,0,15
500,4.21,0.01,16,15469,33,1,0,21
500,4.21,0.005,14,18229,33,3,0,35
500,4.21,0.0025,17,41947,31,2,0,50
500,4.21,0.00125,16,30099,32,2,0,49
