N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.21,0.85,0.04,0,0,29,21,0,290
6000,4.21,0.85,0.02,0,0,32,18,0,319
6000,4.21,0.85,0.01,0,0,28,22,0,275
6000,4.21,0.85,0.005,0,0,26,24,0,290
6000,4.21,0.85,0.0025,0,0,29,21,0,309
6000,4.21,0.85,0.00125,0,0,29,21,0,292
