N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.2,0.3,0.04,13,8930,32,3,2,294
6000,4.2,0.3,0.02,22,24833,18,1,9,324
6000,4.2,0.3,0.01,26,42329,16,1,7,459
6000,4.2,0.3,0.005,30,76238,14,0,6,685
6000,4.2,0.3,0.0025,32,122708,15,0,3,1074
6000,4.2,0.3,0.00125,34,224902,13,0,3,1803
