N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.22,0.5,0.04,0,0,50,0,0,888
12000,4.22,0.5,0.02,2,2717,45,0,3,1314
12000,4.22,0.5,0.01,0,0,45,0,5,1939
12000,4.22,0.5,0.005,3,9113,39,0,8,3163
12000,4.22,0.5,0.0025,4,18347,38,0,8,5278
12000,4.22,0.5,0.00125,5,39689,37,0,8,7979
