N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.24,0.85,0.04,0,0,46,4,0,1234
12000,4.24,0.85,0.02,0,0,45,5,0,1202
12000,4.24,0.85,0.01,0,0,45,5,0,1182
12000,4.24,0.85,0.005,0,0,45,5,0,1179
12000,4.24,0.85,0.0025,0,0,47,3,0,1280
12000,4.24,0.85,0.00125,0,0,46,4,0,1334
