N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.1,0.85,0.04,0,0,36,14,0,417
6000,4.1,0.85,0.02,0,0,39,10,1,423
6000,4.1,0.85,0.01,0,0,44,5,1,544
6000,4.1,0.85,0.005,0,0,44,6,0,636
6000,4.1,0.85,0.0025,0,0,42,8,0,793
6000,4.1,0.85,0.00125,0,0,41,8,1,1064
