N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
500,4.22,0.3,0.04,1,176,18,30,1,7
500,4.22,0.3,0.02,2,929,20,28,0,10
500,4.22,0.3,0.01,2,1383,17,31,0,12
500,4.22,0.3,0.005,3,2987,16,30,1,16
500,4.22,0.3,0.0025,2,3388,16,31,1,23
500,4.22,0.3,0.00125,3,4055,17,29,1,26
