N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.23,0.7,0.04,0,0,50,0,0,469
6000,4.23,0.7,0.02,0,0,50,0,0,508
6000,4.23,0.7,0.01,0,0,50,0,0,617
6000,4.23,0.7,0.005,0,0,50,0,0,793
6000,4.23,0.7,0.0025,0,0,50,0,0,1032
6000,4.23,0.7,0.00125,0,0,50,0,0,1488
