N,a,Q,f,sat,sp,unconv,avgsiditinunconv,contr,indet,totaltime
25000,4.23,0.7,0.04,0,0,50,7,0,0,3903
25000,4.23,0.7,0.02,0,0,50,13,0,0,5675
25000,4.23,0.7,0.01,0,0,50,24,0,0,7602
25000,4.23,0.7,0.005,0,0,50,48,0,0,11404
25000,4.23,0.7,0.0025,0,0,50,97,0,0,17451
25000,4.23,0.7,0.00125,0,0,50,188,0,0,26367
