N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
500,3.7,0.5,0.04,13,519,0,33,4,2
500,3.7,0.5,0.02,13,415,0,32,5,2
500,3.7,0.5,0.01,14,465,0,30,6,2
500,3.7,0.5,0.005,16,524,0,24,10,3
500,3.7,0.5,0.0025,21,760,0,21,8,3
500,3.7,0.5,0.00125,21,938,0,19,10,3
