N,a,f,sat,sp,unconv,contr,indet,totaltime
12000,4.23,0.04,7,7585,43,0,0,927
12000,4.23,0.02,18,33298,32,0,0,1236
12000,4.23,0.01,25,67405,23,0,2,1888
12000,4.23,0.005,27,115683,22,0,1,2955
12000,4.23,0.0025,26,174964,24,0,0,4636
12000,4.23,0.00125,26,277015,19,0,5,7015
