N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.24,0.3,0.04,2,1413,47,0,1,348
6000,4.24,0.3,0.02,4,4638,43,2,1,491
6000,4.24,0.3,0.01,5,8601,44,0,1,749
6000,4.24,0.3,0.005,6,17796,42,0,2,1140
6000,4.24,0.3,0.0025,6,24917,44,0,0,1825
6000,4.24,0.3,0.00125,6,39841,44,0,0,3277
