N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.1,0.7,0.04,9,3217,22,5,14,400
6000,4.1,0.7,0.02,10,4981,19,3,18,494
6000,4.1,0.7,0.01,7,5025,18,0,25,688
6000,4.1,0.7,0.005,9,10490,23,0,18,830
6000,4.1,0.7,0.0025,8,13995,22,0,20,1024
6000,4.1,0.7,0.00125,10,32942,26,0,14,1752
