N,a,Q,f,sat,sp,unconv,avgsiditinunconv,contr,indet,totaltime
25000,4.24,0.5,0.04,0,0,50,9,0,0,4131
25000,4.24,0.5,0.02,0,0,50,19,0,0,5959
25000,4.24,0.5,0.01,0,0,48,40,0,2,9530
25000,4.24,0.5,0.005,1,3518,49,82,0,0,15020
25000,4.24,0.5,0.0025,1,6085,48,168,0,1,21462
25000,4.24,0.5,0.00125,0,0,47,343,0,3,32804
