N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.23,0.7,0.04,0,0,49,1,0,1179
12000,4.23,0.7,0.02,0,0,50,0,0,1466
12000,4.23,0.7,0.01,0,0,50,0,0,2080
12000,4.23,0.7,0.005,0,0,50,0,0,2719
12000,4.23,0.7,0.0025,0,0,50,0,0,4373
12000,4.23,0.7,0.00125,0,0,50,0,0,6810
