N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.23,0.5,0.04,0,0,50,0,0,394
6000,4.23,0.5,0.02,0,0,48,1,1,528
6000,4.23,0.5,0.01,0,0,49,0,1,807
6000,4.23,0.5,0.005,0,0,49,0,1,1266
6000,4.23,0.5,0.0025,0,0,48,0,2,1844
6000,4.23,0.5,0.00125,0,0,48,0,2,3177
