N,a,Q,f,sat,sp,unconv,avgsiditinunconv,contr,indet,totaltime
25000,4.21,0.7,0.04,0,0,50,9,0,0,2551
25000,4.21,0.7,0.02,0,0,49,16,0,1,3524
25000,4.21,0.7,0.01,0,0,47,32,1,2,5190
25000,4.21,0.7,0.005,1,2948,46,67,0,3,7999
25000,4.21,0.7,0.0025,0,0,45,123,0,5,12213
25000,4.21,0.7,0.00125,1,7462,46,239,0,3,18567
