N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.24,0.5,0.04,0,0,50,0,0,458
6000,4.24,0.5,0.02,0,0,49,0,1,552
6000,4.24,0.5,0.01,0,0,49,0,1,803
6000,4.24,0.5,0.005,0,0,49,0,1,1281
6000,4.24,0.5,0.0025,0,0,49,0,1,2057
6000,4.24,0.5,0.00125,0,0,49,0,1,3330
