N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.2,0.5,0.04,2,1494,47,0,1,285
6000,4.2,0.5,0.02,1,1129,43,1,5,415
6000,4.2,0.5,0.01,2,3046,42,0,6,590
6000,4.2,0.5,0.005,2,4236,42,0,6,980
6000,4.2,0.5,0.0025,3,10773,42,0,5,1510
6000,4.2,0.5,0.00125,1,7193,41,0,8,2433
