N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
500,3.5,0.3,0.04,49,874,0,1,0,0
500,3.5,0.3,0.02,48,753,0,2,0,0
500,3.5,0.3,0.01,50,785,0,0,0,0
