N,a,Q,f,sat,sp,unconv,avgsiditinunconv,contr,indet,totaltime
25000,4.21,0.85,0.04,0,0,50,2,0,0,4731
25000,4.21,0.85,0.02,0,0,50,4,0,0,5629
25000,4.21,0.85,0.01,0,0,50,6,0,0,6717
25000,4.21,0.85,0.005,0,0,50,12,0,0,10299
25000,4.21,0.85,0.0025,0,0,50,21,0,0,13052
25000,4.21,0.85,0.00125,0,0,50,41,0,0,17798
