N,a,Q,f,sat,sp,unconv,avgsiditinunconv,contr,indet,totaltime
25000,4.23,0.85,0.04,0,0,50,2,0,0,4322
25000,4.23,0.85,0.02,0,0,50,2,0,0,4926
25000,4.23,0.85,0.01,0,0,50,4,0,0,6066
25000,4.23,0.85,0.005,0,0,50,7,0,0,7008
25000,4.23,0.85,0.0025,0,0,50,13,0,0,9173
25000,4.23,0.85,0.00125,0,0,50,22,0,0,10108
