N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.21,0.3,0.04,16,12246,29,2,3,666
12000,4.21,0.3,0.02,27,33284,18,1,4,974
12000,4.21,0.3,0.01,33,62190,14,0,3,1413
12000,4.21,0.3,0.005,35,105584,11,0,4,2209
12000,4.21,0.3,0.0025,39,188291,7,0,4,3883
12000,4.21,0.3,0.00125,38,284103,7,0,5,5456
