N,a,Q,f,sat,sp,unconv,avgsiditinunconv,contr,indet,totaltime
25000,4.2,0.5,0.04,16,12547,26,14,3,5,2499
25000,4.2,0.5,0.02,28,32666,10,29,0,12,3360
25000,4.2,0.5,0.01,39,69963,6,59,0,5,4435
25000,4.2,0.5,0.005,45,129859,2,128,0,3,6470
25000,4.2,0.5,0.0025,45,210221,1,252,0,4,9836
25000,4.2,0.5,0.00125,44,327682,4,446,0,2,16342
