N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.1,0.5,0.04,43,16231,3,1,3,150
6000,4.1,0.5,0.02,48,25901,2,0,0,188
6000,4.1,0.5,0.01,47,36545,0,0,3,259
6000,4.1,0.5,0.005,48,55980,1,0,1,360
6000,4.1,0.5,0.0025,48,89227,0,0,2,651
6000,4.1,0.5,0.00125,49,157727,0,0,1,1122
