N,a,Q,f,sat,sp,unconv,avgsiditinunconv,contr,indet,totaltime
25000,4.22,0.5,0.04,4,3256,42,13,0,4,4481
25000,4.22,0.5,0.02,7,10107,35,25,1,7,6201
25000,4.22,0.5,0.01,13,27919,29,53,0,8,7503
25000,4.22,0.5,0.005,18,61100,21,103,0,11,11347
25000,4.22,0.5,0.0025,22,123089,18,213,0,10,20796
25000,4.22,0.5,0.00125,21,182655,21,427,0,8,24694
