N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.2,0.7,0.04,0,0,48,2,0,1098
12000,4.2,0.7,0.02,0,0,50,0,0,1529
12000,4.2,0.7,0.01,0,0,50,0,0,1953
12000,4.2,0.7,0.005,0,0,50,0,0,2947
12000,4.2,0.7,0.0025,0,0,50,0,0,3718
12000,4.2,0.7,0.00125,0,0,49,0,1,6684
