N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.21,0.5,0.04,3,2780,46,0,1,847
12000,4.21,0.5,0.02,5,5044,41,0,4,1233
12000,4.21,0.5,0.01,6,9518,40,1,3,1897
12000,4.21,0.5,0.005,8,22664,39,0,3,2929
12000,4.21,0.5,0.0025,6,24813,32,1,11,4607
12000,4.21,0.5,0.00125,4,28281,34,0,12,7244
