N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.23,0.85,0.04,0,0,32,18,0,275
6000,4.23,0.85,0.02,0,0,22,28,0,228
6000,4.23,0.85,0.01,0,0,28,22,0,261
6000,4.23,0.85,0.005,0,0,24,26,0,248
6000,4.23,0.85,0.0025,0,0,27,23,0,248
6000,4.23,0.85,0.00125,0,0,27,23,0,260
