N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.24,0.3,0.04,0,0,50,0,0,1028
12000,4.24,0.3,0.02,4,6796,46,0,0,1484
12000,4.24,0.3,0.01,5,11543,44,0,1,2208
12000,4.24,0.3,0.005,5,21306,42,0,3,3309
12000,4.24,0.3,0.0025,8,50732,39,0,3,5243
12000,4.24,0.3,0.00125,7,72820,38,0,5,7825
