N,a,Q,f,sat,sp,unconv,avgsiditinunconv,contr,indet,totaltime
25000,4.2,0.85,0.04,0,0,49,3,1,0,3113
25000,4.2,0.85,0.02,0,0,50,4,0,0,3829
25000,4.2,0.85,0.01,0,0,50,7,0,0,4833
25000,4.2,0.85,0.005,0,0,50,12,0,0,5729
25000,4.2,0.85,0.0025,0,0,50,24,0,0,7851
25000,4.2,0.85,0.00125,0,0,50,49,0,0,11629
