N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.2,0.7,0.04,0,0,48,2,0,453
6000,4.2,0.7,0.02,0,0,49,1,0,517
6000,4.2,0.7,0.01,0,0,49,1,0,684
6000,4.2,0.7,0.005,0,0,50,0,0,958
6000,4.2,0.7,0.0025,0,0,50,0,0,1283
6000,4.2,0.7,0.00125,0,0,49,0,1,1916
