N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.21,0.3,0.04,7,4500,40,0,3,322
6000,4.21,0.3,0.02,12,12176,32,2,4,451
6000,4.21,0.3,0.01,18,29329,29,0,3,691
6000,4.21,0.3,0.005,16,38240,30,0,4,934
6000,4.21,0.3,0.0025,23,99459,27,0,0,1525
6000,4.21,0.3,0.00125,23,169438,26,0,1,2461
