N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.2,0.5,0.04,2,1338,43,2,3,882
12000,4.2,0.5,0.02,5,6258,37,1,7,1174
12000,4.2,0.5,0.01,8,13595,31,0,11,1743
12000,4.2,0.5,0.005,8,20979,29,0,13,2621
12000,4.2,0.5,0.0025,11,50010,27,0,12,3988
12000,4.2,0.5,0.00125,12,84538,29,0,9,6563
