N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,3.7,0.85,0.04,43,1928,0,6,1,25
6000,3.7,0.85,0.02,44,2019,0,6,0,19
6000,3.7,0.85,0.01,44,1994,0,6,0,19
6000,3.7,0.85,0.005,46,2177,0,1,3,33
6000,3.7,0.85,0.0025,47,2641,0,0,3,38
6000,3.7,0.85,0.00125,49,2531,0,0,1,25
