N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
500,4.24,0.3,0.04,1,169,19,29,1,8
500,4.24,0.3,0.02,2,674,18,29,1,10
500,4.24,0.3,0.01,1,385,17,31,1,11
500,4.24,0.3,0.005,1,708,15,33,1,15
500,4.24,0.3,0.0025,1,832,19,30,0,25
500,4.24,0.3,0.00125,1,871,16,31,2,24
