N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.22,0.3,0.04,7,5870,41,1,1,772
12000,4.22,0.3,0.02,14,18662,35,0,1,1138
12000,4.22,0.3,0.01,20,43325,26,2,2,1702
12000,4.22,0.3,0.005,23,73029,24,0,3,2684
12000,4.22,0.3,0.0025,24,126439,24,0,2,4197
12000,4.22,0.3,0.00125,24,197419,23,0,3,6583
