N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.24,0.7,0.04,0,0,49,1,0,488
6000,4.24,0.7,0.02,0,0,50,0,0,570
6000,4.24,0.7,0.01,0,0,50,0,0,632
6000,4.24,0.7,0.005,0,0,50,0,0,799
6000,4.24,0.7,0.0025,0,0,50,0,0,1024
6000,4.24,0.7,0.00125,0,0,49,1,0,1316
