N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
500,4.23,0.3,0.04,2,698,19,29,0,7
500,4.23,0.3,0.02,2,934,19,26,3,10
500,4.23,0.3,0.01,1,399,21,25,3,14
500,4.23,0.3,0.005,0,0,16,34,0,17
500,4.23,0.3,0.0025,1,879,16,31,2,24
500,4.23,0.3,0.00125,1,880,15,31,3,24
