N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
12000,4.21,0.85,0.04,0,0,50,0,0,1049
12000,4.21,0.85,0.02,0,0,48,2,0,1048
12000,4.21,0.85,0.01,0,0,50,0,0,1135
12000,4.21,0.85,0.005,0,0,50,0,0,1241
12000,4.21,0.85,0.0025,0,0,49,1,0,1399
12000,4.21,0.85,0.00125,0,0,50,0,0,1542
