N,a,Q,f,sat,sp,unconv,avgsiditinunconv,contr,indet,totaltime
25000,4.24,0.7,0.04,0,0,50,6,0,0,4439
25000,4.24,0.7,0.02,0,0,50,12,0,0,5978
25000,4.24,0.7,0.01,0,0,50,22,0,0,8584
25000,4.24,0.7,0.005,0,0,50,43,0,0,12102
25000,4.24,0.7,0.0025,0,0,50,83,0,0,17290
25000,4.24,0.7,0.00125,0,0,50,171,0,0,26980
