N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.22,0.85,0.04,0,0,32,18,0,337
6000,4.22,0.85,0.02,0,0,36,14,0,350
6000,4.22,0.85,0.01,0,0,35,15,0,349
6000,4.22,0.85,0.005,0,0,32,18,0,329
6000,4.22,0.85,0.0025,0,0,32,18,0,326
6000,4.22,0.85,0.00125,0,0,32,18,0,336
