N,a,Q,f,sat,sp,unconv,contr,indet,totaltime
6000,4.22,0.3,0.04,1,917,44,1,4,370
6000,4.22,0.3,0.02,7,8709,41,0,2,531
6000,4.22,0.3,0.01,7,14184,39,0,4,831
6000,4.22,0.3,0.005,8,23811,39,0,3,1275
6000,4.22,0.3,0.0025,8,37322,39,0,3,1995
6000,4.22,0.3,0.00125,8,63320,39,0,3,3166
